0,1
1,2
2,3
4,1
5,2
6,7
7,8
8,9
10,8
11,12
12,8
13,14
14,11
11,15
15,16
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,4
24,22
25,24
26,25
27,26
26,26
28,27
27,23
24,27
29,30
30,31
31,32
32,33
33,34
34,35
35,20
36,34
37,38
38,30
39,40
40,41
41,42
42,43
43,31
44,43
44,45
45,46
46,47
47,48
48,49
49,50
50,17
50,51
51,52
52,53
53,48
48,54
54,47
47,55
55,53
55,10
10,56
56,57
57,58
16,59
59,60
60,61
61,62
62,63
63,64
62,65
65,15
59,65
65,66
66,67
14,68
69,70
70,14
14,71
71,72
72,73
73,74
74,75
75,76
76,77
77,73
78,20
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
86,87
87,88
88,89
89,90
90,91
91,61
61,92
92,93
93,59
59,94
94,17
17,95
95,96
96,97
97,95
98,66
66,66
67,99
